,Potential,Kinetic,Total_E,Temperature,Pressure,Volume,Number,Potential-std,Kinetic-std,Total_E-std,Pressure-std
0,-0.9102004463107379,372.86195102564494,371.95175064217153,100.0,0.41061789427114576,0.2,300.0,1.3439432917664187,17.98079871502556,18.018919230614156,0.02102045912785399
1,1.874229149070186,372.8660055260948,374.7402359442111,100.0,0.06417670065986802,1.288888888888889,300.0,0.6183662580323406,17.974776958847674,17.988557312562953,0.0031274166953478228
2,2.3059527354529097,372.8650363336833,375.1709864335633,100.0,0.03483555203959208,2.377777777777778,300.0,0.2888196179399831,17.97558553972331,17.983746600133912,0.0016899561666127098
3,2.3460573765746853,372.8653225994301,375.21137918806244,100.0,0.02389432078584283,3.4666666666666672,300.0,0.2364636019363449,17.976333640483602,17.97505456170931,0.001155142443040303
4,2.3570286088782244,372.86418402174564,375.22120809973006,100.0,0.0181824100179964,4.555555555555556,300.0,0.2387842958761549,17.976045567848338,17.974962064076173,0.0008781846769252254
5,2.3921547552489506,372.86495858533294,375.25712091901624,100.0,0.014676176064787043,5.644444444444445,300.0,0.19694489899968967,17.97722843417581,17.970905016755232,0.0007091648857832327
6,2.06369274970006,372.8645872356029,374.92828214157163,100.0,0.012296342381523695,6.733333333333334,300.0,0.34767698010875425,17.979200284204317,17.988405987382553,0.0005979686754288124
7,2.4154225076484708,372.86372724940014,375.2791606028795,100.0,0.010591098230353929,7.822222222222224,300.0,0.1763330881442541,17.972546070936843,17.979208316119195,0.0005116111905508014
8,2.426698684463107,372.8649332096581,375.2916373135873,100.0,0.00929693851229754,8.911111111111111,300.0,0.14708507658633568,17.974496097861174,17.968920580994766,0.0004487214331114568
9,2.4317122762447503,372.86428516331733,375.29598628479306,100.0,0.008285087432513497,10.0,300.0,0.14465407631069613,17.97739491061213,17.975197197161194,0.00040013761505490876
10,-0.21725177459508097,745.720904810888,745.5036528471807,200.0,0.8264492559988004,0.2,300.0,1.2584166650315853,35.93796989808983,35.95012352803721,0.040771938374827524
11,2.1505171910617875,745.7272974161668,747.8778163339832,200.0,0.12853357618476305,1.288888888888889,300.0,0.43884568619995906,35.95102720075384,35.95760737254282,0.0062281221198541665
12,2.3045321268746255,745.7290474917515,748.0335769791541,200.0,0.06968445935812838,2.377777777777778,300.0,0.32202882857983584,35.94937542683258,35.95453400960461,0.003369068826626461
13,2.360170978104379,745.7269524476606,748.0871226654169,200.0,0.04779933368326335,3.4666666666666672,300.0,0.2718904921440885,35.95157536020615,35.94796614200097,0.0023061196244641654
14,2.366995600629874,745.7288994911518,748.0959084232153,200.0,0.03637134553089382,4.555555555555556,300.0,0.23946573470041593,35.95381591589536,35.95258093611383,0.0017553110020283457
15,2.4027932230053994,745.729203329784,748.1320049496101,200.0,0.02935579799040192,5.644444444444445,300.0,0.18417469441666925,35.95142742799823,35.95141486606487,0.0014162807447693272
16,2.4159040259448106,745.7307278111878,748.1466411063287,200.0,0.02460977579484103,6.733333333333334,300.0,0.16514612274548804,35.95036617702289,35.95474034122715,0.0011876057136549032
17,2.422245554289143,745.7282995410917,748.1505561364727,200.0,0.021184651169766047,7.822222222222224,300.0,0.1799645395701866,35.94651940100771,35.954330939151255,0.0010214221275557914
18,2.4291866160767848,745.7290599410619,748.1582278134374,200.0,0.018595614577084585,8.911111111111111,300.0,0.1670002729233395,35.94836683027945,35.95542957913089,0.0008971621670738576
19,1.8995977550989798,745.7292086219255,747.6288109712058,200.0,0.016560912867426517,10.0,300.0,0.4453129348700868,35.95070648391571,35.94516284089815,0.0007998206034210827
20,-0.2887555286442711,1118.5767241328733,1118.287968410618,300.0,1.2415049418116377,0.2,300.0,1.486165800942234,53.90497741307455,53.99414550558375,0.06098172708444287
21,2.1702655872825436,1118.5904191289742,1120.760676875525,300.0,0.1928374602579484,1.288888888888889,300.0,0.49259067193012224,53.92997126459996,53.9297504694931,0.009322363934646848
22,2.238675609478104,1118.5976381618177,1120.8363310334435,300.0,0.10452612057588483,2.377777777777778,300.0,0.3633361724661604,53.92664551961861,53.91725426461935,0.005041251236474205
23,2.356241031643671,1118.5966185001498,1120.9528900434914,300.0,0.07170227759448111,3.4666666666666672,300.0,0.301343817123433,53.927151721583655,53.92898741862768,0.003458998817521042
24,2.372898516046791,1118.5950728660769,1120.967984615027,300.0,0.054561540191961605,4.555555555555556,300.0,0.2474714518250031,53.92136840368656,53.92782894040415,0.00263280484824844
25,2.404876212507499,1118.5911464784044,1120.9959907293041,300.0,0.04403760842831434,5.644444444444445,300.0,0.21754356245524534,53.927319404176984,53.93188382866475,0.0021245757379010364
26,2.4128383039892016,1118.5930852778943,1121.0058917607978,300.0,0.036915955008998205,6.733333333333334,300.0,0.19147154903305139,53.927448486671416,53.92226463984283,0.0017802700550426692
27,2.428234335932814,1118.5928015607378,1121.0210019515598,300.0,0.03177751214757049,7.822222222222224,300.0,0.1816299935654706,53.92433231294862,53.92370059460903,0.0015319494132645004
28,2.4223071912117575,1118.5946089070185,1121.016897855129,300.0,0.027893574835032995,8.911111111111111,300.0,0.16376022538227264,53.9267277040537,53.93285884687451,0.0013445928587707977
29,2.424468064337132,1118.5936301765146,1121.018111375525,300.0,0.024856932363527293,10.0,300.0,0.17431925688020655,53.925445130305654,53.92663548369678,0.001198556902505961
30,0.421808850479904,1491.4309666858126,1491.8527758602281,400.0,1.657359345830834,0.2,300.0,1.4397642846987286,71.89898771571852,71.87227951258188,0.08076765818233574
